,age,education,balance,day,duration,campaign,pdays,previous,subscribed,default_yes,default_nan,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,marital_married,marital_single,marital_nan,housing_yes,housing_nan,loan_yes,loan_nan,contact_telephone,contact_nan,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,month_nan
476,43.0,2.0,-0.29175329175329173,9,-0.38626609442060084,3,0.4222539229671897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
477,27.0,2.0,-0.008316008316008316,9,0.13733905579399142,5,0.39942938659058486,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
478,33.0,2.0,-0.38184338184338185,9,-0.2575107296137339,2,0.456490727532097,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
479,30.0,3.0,2.232848232848233,9,-0.6909871244635193,4,0.43366619115549215,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
480,32.0,2.0,-0.13236313236313235,9,-0.26180257510729615,3,0.43937232524964337,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
481,39.0,2.0,-0.367983367983368,9,1.9313304721030042,5,0.5534950071326676,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
482,46.0,2.0,0.00693000693000693,9,-0.6523605150214592,4,0.4222539229671897,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
483,48.0,3.0,-0.2778932778932779,9,-0.2918454935622318,2,0.11982881597717546,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
484,54.0,2.0,1.0367290367290367,9,-0.36909871244635195,7,0.06847360912981455,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
485,35.0,2.0,-0.45114345114345117,9,-0.9570815450643777,7,0.5135520684736091,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
486,58.0,1.0,-0.35273735273735274,9,-0.6008583690987125,6,0.46790299572039945,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
487,48.0,1.0,0.09147609147609148,9,-0.3948497854077253,5,0.15406562054208273,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
488,46.0,2.0,0.09771309771309772,9,0.6523605150214592,3,0.42796005706134094,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,54.0,2.0,1.6243936243936243,9,-0.927038626609442,2,0.4222539229671897,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
490,28.0,3.0,-0.11503811503811504,9,-0.6738197424892703,4,0.06276747503566334,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
491,37.0,2.0,-0.13513513513513514,9,-0.871244635193133,2,0.19400855920114124,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
492,36.0,3.0,-0.31323631323631324,10,-0.6437768240343348,1,-0.5534950071326676,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
493,37.0,2.0,-0.20997920997921,10,-0.6824034334763949,1,0.5534950071326676,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
494,38.0,3.0,-0.2543312543312543,10,-0.7381974248927039,2,0.034236804564907276,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
495,39.0,2.0,-0.13028413028413027,11,-0.7253218884120172,1,0.15406562054208273,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
496,31.0,2.0,0.002079002079002079,11,-0.6695278969957081,1,-1.0042796005706134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
497,28.0,3.0,-0.26126126126126126,11,-0.7725321888412017,1,0.011412268188302425,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
498,54.0,3.0,17.848232848232847,11,-0.8969957081545065,1,-0.5592011412268189,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499,31.0,2.0,-0.38184338184338185,11,-0.5321888412017167,4,-0.5534950071326676,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500,43.0,3.0,-0.3568953568953569,13,-0.7510729613733905,1,0.06276747503566334,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
501,45.0,2.0,1.2834372834372834,13,-0.38197424892703863,2,-0.5592011412268189,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
502,54.0,3.0,1.6694386694386694,13,-0.6094420600858369,9,-0.5534950071326676,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
503,51.0,2.0,-0.2467082467082467,17,-0.5622317596566524,1,-0.5135520684736091,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
504,59.0,3.0,0.887040887040887,17,-0.4892703862660944,1,-0.5135520684736091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,56.0,3.0,0.11850311850311851,19,-0.43776824034334766,3,-0.5021398002853067,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
506,56.0,2.0,0.2661122661122661,26,-0.5321888412017167,1,0.25677603423680456,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
507,35.0,2.0,1.5744975744975744,26,-0.6952789699570815,1,-0.9015691868758916,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
508,49.0,3.0,-0.033264033264033266,27,-0.5064377682403434,5,-0.9186875891583453,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
509,36.0,2.0,0.12058212058212059,27,-0.48497854077253216,3,-0.47360912981455067,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
510,36.0,2.0,4.042273042273043,27,-0.759656652360515,1,-0.46219686162624823,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
511,37.0,3.0,0.1088011088011088,27,-0.8755364806866953,4,0.24536376604850213,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
512,59.0,3.0,1.1032571032571032,28,-0.759656652360515,1,0.49072753209700426,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
513,40.0,3.0,-0.11988911988911989,28,0.10300429184549356,1,0.49072753209700426,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,42.0,2.0,0.14414414414414414,28,-0.5965665236051502,1,-0.07417974322396577,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
515,43.0,2.0,-0.32155232155232155,28,-0.45493562231759654,1,0.37089871611982883,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
516,43.0,3.0,0.05197505197505198,28,-0.703862660944206,1,-0.08559201141226819,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
517,38.0,2.0,-0.3354123354123354,28,-0.6952789699570815,1,0.3252496433666191,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
518,48.0,2.0,0.0693000693000693,28,-0.034334763948497854,1,0.07988587731811697,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
519,53.0,2.0,-0.1101871101871102,28,-0.7124463519313304,1,0.3594864479315264,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
520,33.0,2.0,-0.6271656271656272,28,-0.5665236051502146,1,0.3594864479315264,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
521,46.0,1.8,0.004158004158004158,28,-0.3776824034334764,1,0.08559201141226819,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
522,57.0,1.0,-0.13097713097713098,28,-0.6223175965665236,1,0.2796005706134094,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
523,52.0,2.0,-0.1094941094941095,28,0.9012875536480687,1,0.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
524,43.0,3.0,-0.14345114345114346,28,0.19742489270386265,1,0.3195435092724679,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
525,48.0,2.0,-0.38184338184338185,28,-0.48497854077253216,1,0.12553495007132667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
526,35.8,2.0,1.3354123354123355,28,0.47639484978540775,1,0.2738944365192582,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
527,52.0,2.4,-0.08731808731808732,28,-0.07296137339055794,2,0.4108416547788873,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
528,33.0,2.0,2.3984753984753984,28,-0.6266094420600858,1,0.47360912981455067,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
529,47.0,1.0,0.6243936243936244,28,-0.23605150214592274,1,-0.028530670470756064,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
530,53.0,3.0,0.7768537768537769,28,-0.2575107296137339,1,0.039942938659058486,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
531,52.0,2.0,-0.31392931392931395,28,-0.5708154506437768,1,0.3594864479315264,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
532,58.0,2.0,-0.12266112266112267,28,-0.055793991416309016,1,0.07988587731811697,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
533,54.0,3.0,0.40055440055440056,28,0.02575107296137339,1,0.011412268188302425,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
534,56.0,2.0,-0.5523215523215523,28,0.9656652360515021,2,0.12553495007132667,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
535,31.0,2.0,-0.367983367983368,28,0.2918454935622318,1,-0.6333808844507846,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
536,38.0,2.0,-0.3090783090783091,28,-0.33476394849785407,1,0.47360912981455067,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
537,38.0,3.0,0.3568953568953569,28,-0.6437768240343348,1,0.039942938659058486,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
538,51.0,2.0,-0.2598752598752599,28,-0.0944206008583691,1,0.005706134094151213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
539,44.0,2.0,-0.08454608454608455,28,-0.5879828326180258,1,0.3651925820256776,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
540,53.0,3.0,0.002079002079002079,28,-0.8068669527896996,1,-0.005706134094151213,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
541,35.0,3.0,-0.07969507969507969,28,1.1630901287553648,1,0.011412268188302425,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
542,52.0,2.4,-0.12543312543312543,28,-0.3948497854077253,1,0.08559201141226819,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
543,48.0,3.0,-0.5862785862785863,28,-0.49356223175965663,1,0.0456490727532097,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
544,57.0,2.0,0.5301455301455301,28,-0.06437768240343347,2,0.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545,57.0,2.0,-0.176022176022176,28,-0.4978540772532189,2,-0.15977175463623394,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
546,37.0,2.0,-0.3388773388773389,28,0.06866952789699571,2,0.49072753209700426,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
547,54.0,2.4,0.22522522522522523,28,-0.7296137339055794,2,0.0912981455064194,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
548,59.0,2.0,0.6264726264726265,28,-0.060085836909871244,2,0.05135520684736091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
549,44.0,3.0,2.018018018018018,28,0.2317596566523605,2,-0.16547788873038516,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550,30.0,2.0,0.12543312543312543,28,0.8969957081545065,1,0.23395149786019973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
551,37.0,2.0,-0.09286209286209286,28,0.6566523605150214,1,-0.005706134094151213,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
552,48.0,2.0,-0.002772002772002772,28,-0.6952789699570815,1,-0.034236804564907276,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
553,47.0,2.0,-0.04435204435204435,28,-0.07725321888412018,2,-0.028530670470756064,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
554,59.0,1.0,0.10256410256410256,28,-0.592274678111588,1,-0.15977175463623394,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
555,55.0,2.0,1.8406098406098406,28,-0.33476394849785407,2,-0.16547788873038516,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
556,49.0,2.0,-0.2591822591822592,28,-0.6266094420600858,1,0.12553495007132667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
557,42.0,2.0,0.17186417186417186,28,-0.008583690987124463,1,-0.005706134094151213,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
558,56.0,3.0,-0.7477477477477478,28,0.2317596566523605,2,0.011412268188302425,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
559,26.0,2.0,-0.38184338184338185,28,-0.3776824034334764,2,0.43366619115549215,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
560,52.0,3.0,0.5828135828135829,28,3.7982832618025753,2,0.1312410841654779,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
561,44.0,2.0,-0.5197505197505198,28,1.9570815450643777,2,0.37089871611982883,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
562,50.0,2.0,-0.4303534303534304,28,0.6652360515021459,2,0.05135520684736091,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
563,40.0,1.0,-0.1282051282051282,28,-0.2918454935622318,2,0.1312410841654779,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
564,47.0,2.0,0.06444906444906445,28,-0.7811158798283262,3,-0.12553495007132667,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
565,29.0,2.0,-0.12127512127512127,28,-0.8025751072961373,3,0.005706134094151213,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
566,51.0,2.4,-0.09563409563409564,28,-0.6609442060085837,2,0.4108416547788873,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
567,49.0,3.0,0.004158004158004158,29,-0.3905579399141631,1,0.23395149786019973,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
568,31.0,3.0,-0.32224532224532226,29,-0.5836909871244635,1,-0.06847360912981455,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
569,34.0,2.0,0.9958419958419958,29,-0.7854077253218884,1,0.4793152639087018,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
570,57.0,2.0,0.6604296604296604,29,-0.7896995708154506,1,0.3594864479315264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
571,33.0,2.0,-0.06375606375606375,29,0.02145922746781116,1,0.4793152639087018,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572,35.0,2.0,-0.5613305613305614,29,0.6223175965665236,1,0.37089871611982883,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
573,60.0,2.0,1.0325710325710327,29,-0.48497854077253216,1,0.017118402282453638,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
574,33.0,2.0,-0.3728343728343728,29,-0.5364806866952789,1,0.37089871611982883,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
575,32.0,3.0,-0.38184338184338185,29,-0.055793991416309016,1,0.4507845934379458,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,46.0,2.0,-0.2986832986832987,29,-0.49356223175965663,1,0.43937232524964337,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
577,36.0,2.0,-0.013167013167013167,29,0.6652360515021459,1,0.33666191155492153,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
578,36.0,3.0,-0.5828135828135829,29,-0.36909871244635195,1,0.039942938659058486,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
579,34.0,2.0,0.08454608454608455,29,-0.630901287553648,1,0.4450784593437946,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
580,39.0,2.0,-0.19334719334719336,29,-0.15879828326180256,1,0.2967189728958631,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
581,48.0,2.0,-0.28967428967428965,29,0.9227467811158798,1,0.08559201141226819,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
582,34.0,3.0,0.004158004158004158,29,0.5064377682403434,1,0.08559201141226819,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
583,36.0,3.0,-0.3568953568953569,29,-0.03862660944206009,1,0.4507845934379458,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
584,36.0,2.0,-0.16493416493416493,29,-0.296137339055794,2,0.0912981455064194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
585,36.0,2.0,-0.036729036729036726,29,-0.3648068669527897,1,0.4051355206847361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
586,36.0,2.0,-0.16077616077616078,29,-0.8884120171673819,1,0.4793152639087018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
587,46.0,2.0,-0.02079002079002079,29,0.04291845493562232,1,0.25106990014265335,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
588,45.0,3.0,-0.4442134442134442,29,-0.463519313304721,1,0.05706134094151213,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
589,35.0,2.0,-0.2785862785862786,29,-0.5879828326180258,1,0.3594864479315264,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
590,60.0,2.0,-0.05058905058905059,29,-0.41630901287553645,1,-0.06276747503566334,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
591,37.0,1.0,-0.14275814275814275,29,0.463519313304721,1,0.034236804564907276,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
592,33.0,3.0,0.23700623700623702,29,0.09871244635193133,1,0.43937232524964337,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
593,50.0,3.0,0.011088011088011088,29,-0.7982832618025751,1,0.43366619115549215,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
594,46.0,2.0,-0.1781011781011781,29,0.8927038626609443,1,0.07988587731811697,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
595,32.8,3.0,0.9050589050589051,29,0.6437768240343348,1,-0.07988587731811697,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
